DATE,MinTemp,MaxTemp,AvgTemp,Sunrise,Sunset
3/31/2018,34,47,41,617,1836
4/1/2018,34,52,43,616,1836
4/2/2018,41,53,47,615,1837
4/3/2018,41,51,46,614,1837
4/4/2018,44,58,51,614,1837
4/5/2018,42,55,49,613,1838
4/6/2018,41,54,48,612,1838
4/7/2018,40,48,44,611,1838
4/8/2018,38,50,44,610,1838
4/9/2018,39,47,43,610,1839
4/10/2018,39,53,46,609,1839
4/11/2018,37,54,46,608,1839
4/12/2018,37,53,45,607,1839
4/13/2018,34,49,42,606,1840
4/14/2018,34,51,43,606,1840
4/15/2018,35,47,41,605,1840
4/16/2018,39,49,44,604,1841
4/17/2018,37,53,45,603,1841
4/18/2018,38,57,48,602,1841
4/19/2018,37,49,43,602,1841
4/20/2018,35,42,39,601,1842
4/21/2018,37,51,44,600,1842
4/22/2018,37,58,48,600,1842
4/23/2018,40,60,50,559,1843
4/24/2018,38,56,47,558,1843
4/25/2018,35,50,43,558,1843
4/26/2018,37,51,44,557,1844
4/27/2018,37,53,45,556,1844
4/28/2018,38,53,46,556,1844
4/29/2018,40,59,50,555,1845
4/30/2018,43,53,48,554,1845
5/1/2018,43,54,49,554,1845
5/2/2018,42,50,46,553,1846
5/3/2018,41,54,48,553,1846
5/4/2018,38,54,46,552,1846
5/5/2018,38,57,48,552,1847
5/6/2018,42,54,48,551,1847
5/7/2018,42,55,49,550,1847
5/8/2018,42,55,49,550,1848
5/9/2018,42,57,50,550,1848
5/10/2018,41,55,48,549,1849
5/11/2018,37,54,46,549,1849
5/12/2018,36,54,45,548,1849
5/13/2018,34,53,44,548,1850
5/14/2018,36,52,44,547,1850
5/15/2018,39,52,46,547,1851
5/16/2018,36,52,44,547,1851
5/17/2018,38,50,44,546,1851
5/18/2018,37,54,46,546,1852
5/19/2018,41,59,50,546,1852
5/20/2018,40,59,50,545,1853
5/21/2018,42,55,49,545,1853
5/22/2018,41,59,50,545,1853
5/23/2018,43,61,52,545,1854
5/24/2018,46,66,56,544,1854
5/25/2018,47,62,55,544,1855
5/26/2018,47,64,56,544,1855
5/27/2018,45,60,53,544,1855
5/28/2018,41,58,50,544,1856
5/29/2018,44,50,47,543,1856
5/30/2018,43,60,52,543,1856
5/31/2018,45,65,55,543,1857
6/1/2018,47,58,53,543,1857
6/2/2018,45,63,54,543,1858
6/3/2018,46,65,56,543,1858
6/4/2018,46,64,55,543,1858
6/5/2018,44,59,52,543,1859
6/6/2018,39,53,46,543,1859
6/7/2018,40,57,49,543,1859
6/8/2018,38,56,47,543,1900
6/9/2018,41,59,50,543,1900
6/10/2018,40,57,49,543,1900
6/11/2018,39,57,48,543,1901
6/12/2018,38,52,45,543,1901
6/13/2018,39,53,46,543,1901
6/14/2018,38,55,47,544,1902
6/15/2018,40,53,47,544,1902
6/16/2018,37,55,46,544,1902
6/17/2018,43,59,51,544,1902
6/18/2018,44,58,51,544,1903
6/19/2018,42,59,51,544,1903
6/20/2018,45,61,53,545,1903
6/21/2018,44,59,52,545,1903
6/22/2018,44,60,52,545,1904
6/23/2018,44,61,53,545,1904
6/24/2018,42,60,51,545,1904
6/25/2018,40,57,49,546,1904
6/26/2018,40,57,49,546,1904
6/27/2018,39,60,50,546,1904
6/28/2018,42,60,51,546,1905
6/29/2018,39,55,47,547,1905
6/30/2018,41,58,50,547,1905
7/1/2018,40,52,46,547,1905
7/2/2018,40,48,44,548,1905
7/3/2018,39,52,46,548,1905
7/4/2018,40,54,47,548,1905
7/5/2018,39,63,51,549,1905
7/6/2018,41,60,51,549,1905
7/7/2018,39,55,47,549,1905
7/8/2018,39,53,46,550,1905
7/9/2018,36,50,43,550,1905
7/10/2018,37,56,47,550,1905
7/11/2018,43,59,51,551,1905
7/12/2018,45,57,51,551,1905
7/13/2018,45,61,53,551,1904
7/14/2018,42,55,49,552,1904
7/15/2018,42,54,48,552,1904
7/16/2018,41,63,52,553,1904
7/17/2018,44,62,53,553,1904
7/18/2018,42,59,51,553,1904
7/19/2018,41,58,50,554,1903
7/20/2018,40,59,50,554,1903
7/21/2018,45,61,53,554,1903
7/22/2018,44,63,54,555,1902
7/23/2018,45,61,53,555,1902
7/24/2018,43,58,51,556,1902
7/25/2018,42,57,50,556,1901
7/26/2018,43,56,50,556,1901
7/27/2018,43,59,51,557,1901
7/28/2018,44,61,53,557,1900
7/29/2018,47,58,53,557,1900
7/30/2018,42,55,49,558,1859
7/31/2018,40,59,50,558,1859
8/1/2018,40,60,50,558,1859
8/2/2018,38,56,47,559,1858
8/3/2018,40,57,49,559,1858
8/4/2018,41,61,51,559,1857
8/5/2018,45,65,55,600,1857
8/6/2018,46,65,56,600,1856
8/7/2018,46,64,55,600,1855
8/8/2018,44,54,49,601,1855
8/9/2018,45,58,52,601,1854
8/10/2018,41,56,49,601,1854
8/11/2018,40,57,49,602,1853
8/12/2018,40,60,50,602,1852
8/13/2018,42,58,50,602,1852
8/14/2018,39,55,47,603,1851
8/15/2018,40,55,48,603,1850
8/16/2018,40,53,47,603,1850
8/17/2018,40,54,47,603,1849
8/18/2018,41,60,51,604,1848
8/19/2018,41,58,50,604,1848
8/20/2018,41,58,50,604,1847
8/21/2018,41,58,50,604,1846
8/22/2018,42,51,47,605,1845
8/23/2018,44,48,46,605,1845
8/24/2018,45,54,50,605,1844
8/25/2018,44,55,50,605,1843
8/26/2018,43,49,46,606,1842
8/27/2018,42,49,46,606,1841
8/28/2018,40,50,45,606,1841
8/29/2018,42,54,48,606,1840
8/30/2018,40,54,47,607,1839
8/31/2018,38,54,46,607,1838
9/1/2018,39,55,47,607,1837
9/2/2018,40,56,48,607,1836
9/3/2018,41,58,50,607,1836
9/4/2018,39,59,49,608,1835
9/5/2018,40,59,50,608,1834
9/6/2018,37,55,46,608,1833
9/7/2018,38,53,46,608,1832
9/8/2018,38,53,46,608,1831
9/9/2018,39,54,47,609,1830
9/10/2018,37,56,47,609,1829
9/11/2018,41,58,50,609,1828
9/12/2018,42,52,47,609,1828
9/13/2018,40,51,46,609,1827
9/14/2018,36,55,46,610,1826
9/15/2018,39,54,47,610,1825
9/16/2018,39,56,48,610,1824
9/17/2018,41,57,49,610,1823
9/18/2018,40,54,47,610,1822
9/19/2018,43,57,50,611,1821
9/20/2018,41,57,49,611,1820
9/21/2018,42,60,51,611,1819
9/22/2018,44,63,54,611,1819
9/23/2018,46,61,54,611,1818
9/24/2018,41,60,51,612,1817
9/25/2018,41,56,49,612,1816
9/26/2018,40,54,47,612,1815
9/27/2018,40,56,48,612,1814
9/28/2018,43,59,51,612,1813
9/29/2018,43,61,52,613,1812
9/30/2018,43,62,53,613,1811
10/1/2018,40,63,52,613,1811
10/2/2018,41,56,49,613,1810
10/3/2018,40,59,50,614,1809
10/4/2018,43,58,51,614,1808
10/5/2018,42,56,49,614,1807
10/6/2018,40,51,46,614,1806
10/7/2018,42,51,47,615,1805
10/8/2018,42,52,47,615,1805
10/9/2018,40,52,46,615,1804
10/10/2018,39,51,45,615,1803
10/11/2018,39,53,46,616,1802
10/12/2018,38,54,46,616,1801
10/13/2018,41,54,48,616,1801
10/14/2018,39,56,48,616,1800
10/15/2018,38,52,45,617,1759
10/16/2018,40,55,48,617,1758
10/17/2018,37,52,45,617,1758
10/18/2018,37,51,44,618,1757
10/19/2018,,,,618,1756
10/20/2018,38,48,43,618,1755
10/21/2018,36,47,42,619,1755
10/22/2018,35,52,44,619,1754
10/23/2018,37,52,45,620,1753
10/24/2018,40,54,47,620,1753
10/25/2018,38,56,47,620,1752
10/26/2018,37,53,45,621,1752
10/27/2018,38,52,45,621,1751
10/28/2018,41,52,47,622,1750
10/29/2018,38,53,46,622,1750
10/30/2018,44,53,49,622,1749
10/31/2018,43,55,49,623,1749
11/1/2018,41,57,49,623,1748
11/2/2018,35,52,44,624,1748
11/3/2018,34,46,40,624,1747
11/4/2018,33,46,40,625,1747
11/5/2018,35,51,43,625,1746
11/6/2018,32,48,40,626,1746
11/7/2018,35,48,42,626,1746
11/8/2018,33,51,42,627,1745
11/9/2018,37,52,45,627,1745
11/10/2018,39,53,46,628,1745
11/11/2018,34,52,43,628,1744
11/12/2018,33,56,45,629,1744
11/13/2018,37,55,46,629,1744
11/14/2018,38,56,47,630,1743
11/15/2018,38,53,46,630,1743
11/16/2018,40,52,46,631,1743
11/17/2018,40,52,46,632,1743
11/18/2018,37,51,44,632,1743
11/19/2018,35,51,43,633,1743
11/20/2018,35,54,45,633,1742
11/21/2018,34,54,44,634,1742
11/22/2018,32,50,41,635,1742
11/23/2018,33,51,42,635,1742
11/24/2018,41,54,48,636,1742
11/25/2018,38,57,48,636,1742
11/26/2018,41,56,49,637,1742
11/27/2018,40,57,49,638,1742
11/28/2018,42,56,49,638,1742
11/29/2018,38,57,48,639,1742
11/30/2018,38,52,45,640,1742
12/1/2018,36,52,44,640,1743
12/2/2018,33,51,42,641,1743
12/3/2018,36,53,45,641,1743
12/4/2018,39,56,48,642,1743
12/5/2018,36,53,45,643,1743
12/6/2018,36,52,44,643,1743
12/7/2018,37,53,45,644,1744
12/8/2018,34,53,44,645,1744
12/9/2018,36,53,45,645,1744
12/10/2018,36,55,46,646,1745
12/11/2018,38,56,47,646,1745
12/12/2018,39,54,47,647,1745
12/13/2018,36,54,45,648,1746
12/14/2018,36,56,46,648,1746
12/15/2018,40,53,47,649,1746
12/16/2018,40,57,49,649,1747
12/17/2018,42,60,51,650,1747
12/18/2018,35,51,43,650,1748
12/19/2018,32,51,42,651,1748
12/20/2018,37,58,48,651,1749
12/21/2018,42,57,50,652,1749
12/22/2018,40,54,47,652,1750
12/23/2018,39,55,47,653,1750
12/24/2018,36,52,44,653,1751
12/25/2018,36,48,42,654,1751
12/26/2018,35,45,40,654,1752
12/27/2018,33,44,39,655,1752
12/28/2018,33,47,40,655,1753
12/29/2018,36,47,42,655,1753
12/30/2018,39,52,46,656,1754
